FECHA HECHO,COD_DEPTO,DEPARTAMENTO,COD_MUNI,MUNICIPIO,DESCRIPCION_CONDUCTA,ZONA,CANTIDAD
22/02/2016,25,CUNDINAMARCA,25743,SILVANIA,ARTICULO 328. ILICITO APROVECHAMIENTO DE LOS RECURSOS NATURALES RENOVABLES,RURAL,1
22/02/2016,25,CUNDINAMARCA,25743,SILVANIA,ARTICULO 328. ILICITO APROVECHAMIENTO DE LOS RECURSOS NATURALES RENOVABLES,URBANA,1
23/02/2016,25,CUNDINAMARCA,25297,GACHETA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,URBANA,1
26/02/2016,25,CUNDINAMARCA,25126,CAJICA,ARTICULO 331. DAÑOS EN LOS RECURSOS NATURALES,URBANA,1
26/02/2016,25,CUNDINAMARCA,25386,LA MESA,ARTICULO 331. DAÑOS EN LOS RECURSOS NATURALES,URBANA,1
26/02/2016,25,CUNDINAMARCA,25473,MOSQUERA,ARTICULO 332A. CONTAMINACION AMBIENTAL POR RESIDUOS SOLIDOS PELIGROSOS,RURAL,1
02/03/2016,25,CUNDINAMARCA,25898,ZIPACON,ARTICULO 332. CONTAMINACION AMBIENTAL,RURAL,1
02/03/2016,25,CUNDINAMARCA,25898,ZIPACON,ARTICULO 332. CONTAMINACION AMBIENTAL,URBANA,1
03/03/2016,25,CUNDINAMARCA,25286,FUNZA,ARTICULO 332. CONTAMINACION AMBIENTAL,RURAL,1
03/03/2016,25,CUNDINAMARCA,25740,SIBATE,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
06/03/2016,25,CUNDINAMARCA,25288,FUQUENE,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,URBANA,1
07/03/2016,25,CUNDINAMARCA,25200,COGUA,ARTICULO 328. ILICITO APROVECHAMIENTO DE LOS RECURSOS NATURALES RENOVABLES,URBANA,1
08/03/2016,25,CUNDINAMARCA,25019,ALBAN,ARTICULO 328. ILICITO APROVECHAMIENTO DE LOS RECURSOS NATURALES RENOVABLES,RURAL,1
11/03/2016,25,CUNDINAMARCA,25269,FACATATIVA,ARTICULO 332. CONTAMINACION AMBIENTAL,RURAL,1
12/03/2016,25,CUNDINAMARCA,25473,MOSQUERA,ARTICULO 332. CONTAMINACION AMBIENTAL,RURAL,1
17/03/2016,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,URBANA,1
27/03/2016,25,CUNDINAMARCA,25335,GUAYABETAL,ARTICULO 331. DAÑOS EN LOS RECURSOS NATURALES,URBANA,1
28/03/2016,25,CUNDINAMARCA,25407,LENGUAZAQUE,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,URBANA,1
29/03/2016,25,CUNDINAMARCA,25740,SIBATE,ARTICULO 331. DAÑOS EN LOS RECURSOS NATURALES,URBANA,1
30/03/2016,25,CUNDINAMARCA,25297,GACHETA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,URBANA,1
30/03/2016,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
04/04/2016,25,CUNDINAMARCA,25326,GUATAVITA,ARTICULO 331. DAÑOS EN LOS RECURSOS NATURALES,URBANA,1
05/04/2016,25,CUNDINAMARCA,25224,CUCUNUBA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,URBANA,1
05/04/2016,25,CUNDINAMARCA,25269,FACATATIVA,ARTICULO 332. CONTAMINACION AMBIENTAL,RURAL,1
06/04/2016,25,CUNDINAMARCA,25377,LA CALERA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
07/04/2016,25,CUNDINAMARCA,25269,FACATATIVA,ARTICULO 331. DAÑOS EN LOS RECURSOS NATURALES,RURAL,1
07/04/2016,25,CUNDINAMARCA,25658,SAN FRANCISCO,ARTICULO 332. CONTAMINACION AMBIENTAL,RURAL,1
09/04/2016,25,CUNDINAMARCA,25269,FACATATIVA,ARTICULO 331. DAÑOS EN LOS RECURSOS NATURALES,URBANA,1
10/04/2016,25,CUNDINAMARCA,25099,BOJACA,ARTICULO 331. DAÑOS EN LOS RECURSOS NATURALES,URBANA,1
14/04/2016,25,CUNDINAMARCA,25269,FACATATIVA,ARTICULO 332. CONTAMINACION AMBIENTAL,RURAL,1
14/04/2016,25,CUNDINAMARCA,25269,FACATATIVA,ARTICULO 332. CONTAMINACION AMBIENTAL,URBANA,2
14/04/2016,25,CUNDINAMARCA,25307,GIRARDOT,ARTICULO 328. ILICITO APROVECHAMIENTO DE LOS RECURSOS NATURALES RENOVABLES,RURAL,1
15/04/2016,25,CUNDINAMARCA,25899,ZIPAQUIRA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
16/04/2016,25,CUNDINAMARCA,25658,SAN FRANCISCO,ARTICULO 332. CONTAMINACION AMBIENTAL,RURAL,1
26/04/2016,25,CUNDINAMARCA,25307,GIRARDOT,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,URBANA,1
30/04/2016,25,CUNDINAMARCA,25407,LENGUAZAQUE,ARTICULO 331. DAÑOS EN LOS RECURSOS NATURALES,RURAL,1
30/04/2016,25,CUNDINAMARCA,25407,LENGUAZAQUE,ARTICULO 333. CONTAMINACION AMBIENTAL POR EXPLOTACION DE YACIMIENTO MINERO O HIDROCARBURO,RURAL,1
30/04/2016,25,CUNDINAMARCA,25407,LENGUAZAQUE,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
02/05/2016,25,CUNDINAMARCA,25377,LA CALERA,ARTICULO 331. DAÑOS EN LOS RECURSOS NATURALES,URBANA,1
02/05/2016,25,CUNDINAMARCA,25518,PAIME,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,URBANA,1
02/05/2016,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 332. CONTAMINACION AMBIENTAL,URBANA,1
04/05/2016,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 332. CONTAMINACION AMBIENTAL,RURAL,1
11/05/2016,25,CUNDINAMARCA,25126,CAJICA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
11/05/2016,25,CUNDINAMARCA,25269,FACATATIVA,ARTICULO 332. CONTAMINACION AMBIENTAL,RURAL,1
11/05/2016,25,CUNDINAMARCA,25402,LA VEGA,ARTICULO 328. ILICITO APROVECHAMIENTO DE LOS RECURSOS NATURALES RENOVABLES,RURAL,1
13/05/2016,25,CUNDINAMARCA,25200,COGUA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
16/05/2016,25,CUNDINAMARCA,25099,BOJACA,ARTICULO 331. DAÑOS EN LOS RECURSOS NATURALES,URBANA,1
17/05/2016,25,CUNDINAMARCA,25377,LA CALERA,ARTICULO 332. CONTAMINACION AMBIENTAL,URBANA,1
17/05/2016,25,CUNDINAMARCA,25386,LA MESA,ARTICULO 332. CONTAMINACION AMBIENTAL,URBANA,1
18/05/2016,25,CUNDINAMARCA,25843,VILLA DE SAN DIEGO DE UBATE,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
20/05/2016,25,CUNDINAMARCA,25293,GACHALA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,URBANA,1
20/05/2016,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 332. CONTAMINACION AMBIENTAL,URBANA,2
20/05/2016,25,CUNDINAMARCA,25867,VIANI,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,URBANA,1
21/05/2016,25,CUNDINAMARCA,25662,SAN JUAN DE RIO SECO,ARTICULO 331. DAÑOS EN LOS RECURSOS NATURALES,RURAL,1
22/05/2016,25,CUNDINAMARCA,25875,VILLETA,ARTICULO 328. ILICITO APROVECHAMIENTO DE LOS RECURSOS NATURALES RENOVABLES,URBANA,1
25/05/2016,25,CUNDINAMARCA,25035,ANAPOIMA,ARTICULO 328. ILICITO APROVECHAMIENTO DE LOS RECURSOS NATURALES RENOVABLES,URBANA,1
26/05/2016,25,CUNDINAMARCA,25224,CUCUNUBA,ARTICULO 333. CONTAMINACION AMBIENTAL POR EXPLOTACION DE YACIMIENTO MINERO O HIDROCARBURO,URBANA,1
03/06/2016,25,CUNDINAMARCA,25328,GUAYABAL DE SIQUIMA,ARTICULO 328. ILICITO APROVECHAMIENTO DE LOS RECURSOS NATURALES RENOVABLES,RURAL,1
06/06/2016,25,CUNDINAMARCA,25099,BOJACA,ARTICULO 332. CONTAMINACION AMBIENTAL,RURAL,2
07/06/2016,25,CUNDINAMARCA,25793,TAUSA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,URBANA,1
09/06/2016,25,CUNDINAMARCA,25183,CHOCONTA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
09/06/2016,25,CUNDINAMARCA,25377,LA CALERA,ARTICULO 331. DAÑOS EN LOS RECURSOS NATURALES,URBANA,1
09/06/2016,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 332. CONTAMINACION AMBIENTAL,URBANA,1
14/06/2016,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,URBANA,1
18/06/2016,25,CUNDINAMARCA,25740,SIBATE,ARTICULO 332. CONTAMINACION AMBIENTAL,URBANA,1
20/06/2016,25,CUNDINAMARCA,25377,LA CALERA,ARTICULO 331. DAÑOS EN LOS RECURSOS NATURALES,RURAL,1
20/06/2016,25,CUNDINAMARCA,25718,SASAIMA,ARTICULO 331. DAÑOS EN LOS RECURSOS NATURALES,URBANA,1
20/06/2016,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 332. CONTAMINACION AMBIENTAL,URBANA,1
22/06/2016,25,CUNDINAMARCA,25743,SILVANIA,ARTICULO 328. ILICITO APROVECHAMIENTO DE LOS RECURSOS NATURALES RENOVABLES,RURAL,1
23/06/2016,25,CUNDINAMARCA,25307,GIRARDOT,ARTICULO 328. ILICITO APROVECHAMIENTO DE LOS RECURSOS NATURALES RENOVABLES,RURAL,1
27/06/2016,25,CUNDINAMARCA,25743,SILVANIA,ARTICULO 328. ILICITO APROVECHAMIENTO DE LOS RECURSOS NATURALES RENOVABLES,RURAL,1
29/06/2016,25,CUNDINAMARCA,25740,SIBATE,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,URBANA,1
01/07/2016,25,CUNDINAMARCA,25151,CAQUEZA,ARTICULO 331. DAÑOS EN LOS RECURSOS NATURALES,URBANA,1
01/07/2016,25,CUNDINAMARCA,25407,LENGUAZAQUE,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,URBANA,1
04/07/2016,25,CUNDINAMARCA,25535,PASCA,ARTICULO 328. ILICITO APROVECHAMIENTO DE LOS RECURSOS NATURALES RENOVABLES,RURAL,1
08/07/2016,25,CUNDINAMARCA,25260,EL ROSAL,ARTICULO 331. DAÑOS EN LOS RECURSOS NATURALES,URBANA,1
08/07/2016,25,CUNDINAMARCA,25430,MADRID,ARTICULO 331. DAÑOS EN LOS RECURSOS NATURALES,URBANA,1
08/07/2016,25,CUNDINAMARCA,25769,SUBACHOQUE,ARTICULO 331. DAÑOS EN LOS RECURSOS NATURALES,URBANA,1
11/07/2016,25,CUNDINAMARCA,25740,SIBATE,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
12/07/2016,25,CUNDINAMARCA,25224,CUCUNUBA,ARTICULO 328. ILICITO APROVECHAMIENTO DE LOS RECURSOS NATURALES RENOVABLES,RURAL,1
15/07/2016,25,CUNDINAMARCA,25513,PACHO,ARTICULO 328. ILICITO APROVECHAMIENTO DE LOS RECURSOS NATURALES RENOVABLES,RURAL,1
15/07/2016,25,CUNDINAMARCA,25518,PAIME,ARTICULO 328. ILICITO APROVECHAMIENTO DE LOS RECURSOS NATURALES RENOVABLES,RURAL,1
18/07/2016,25,CUNDINAMARCA,25513,PACHO,ARTICULO 328. ILICITO APROVECHAMIENTO DE LOS RECURSOS NATURALES RENOVABLES,RURAL,1
19/07/2016,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 332. CONTAMINACION AMBIENTAL,RURAL,1
27/07/2016,25,CUNDINAMARCA,25580,PULI,ARTICULO 331. DAÑOS EN LOS RECURSOS NATURALES,URBANA,1
29/07/2016,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 332. CONTAMINACION AMBIENTAL,URBANA,2
31/07/2016,25,CUNDINAMARCA,25320,GUADUAS,ARTICULO 328. ILICITO APROVECHAMIENTO DE LOS RECURSOS NATURALES RENOVABLES,URBANA,1
01/08/2016,25,CUNDINAMARCA,25430,MADRID,ARTICULO 331. DAÑOS EN LOS RECURSOS NATURALES,URBANA,1
01/08/2016,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 332. CONTAMINACION AMBIENTAL,RURAL,1
01/08/2016,25,CUNDINAMARCA,25899,ZIPAQUIRA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,URBANA,1
02/08/2016,25,CUNDINAMARCA,25740,SIBATE,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
03/08/2016,25,CUNDINAMARCA,25320,GUADUAS,ARTICULO 331. DAÑOS EN LOS RECURSOS NATURALES,URBANA,1
05/08/2016,25,CUNDINAMARCA,25099,BOJACA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
05/08/2016,25,CUNDINAMARCA,25099,BOJACA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,URBANA,1
11/08/2016,25,CUNDINAMARCA,25436,MANTA,ARTICULO 331. DAÑOS EN LOS RECURSOS NATURALES,URBANA,1
11/08/2016,25,CUNDINAMARCA,25875,VILLETA,ARTICULO 331. DAÑOS EN LOS RECURSOS NATURALES,RURAL,1
12/08/2016,25,CUNDINAMARCA,25307,GIRARDOT,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,URBANA,1
13/08/2016,25,CUNDINAMARCA,25260,EL ROSAL,ARTICULO 332. CONTAMINACION AMBIENTAL,RURAL,1
15/08/2016,25,CUNDINAMARCA,25740,SIBATE,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,URBANA,1
18/08/2016,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 332. CONTAMINACION AMBIENTAL,URBANA,1
21/08/2016,25,CUNDINAMARCA,25658,SAN FRANCISCO,ARTICULO 331. DAÑOS EN LOS RECURSOS NATURALES,URBANA,2
22/08/2016,25,CUNDINAMARCA,25530,PARATEBUENO,ARTICULO 331. DAÑOS EN LOS RECURSOS NATURALES,URBANA,1
22/08/2016,25,CUNDINAMARCA,25658,SAN FRANCISCO,ARTICULO 336. CAZA ILEGAL,URBANA,1
24/08/2016,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
24/08/2016,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,URBANA,1
05/09/2016,25,CUNDINAMARCA,25307,GIRARDOT,ARTICULO 328. ILICITO APROVECHAMIENTO DE LOS RECURSOS NATURALES RENOVABLES,URBANA,1
05/09/2016,25,CUNDINAMARCA,25875,VILLETA,ARTICULO 337. INVASION DE AREAS DE ESPECIAL IMPORTANCIA ECOLOGICA,URBANA,1
07/09/2016,25,CUNDINAMARCA,25612,RICAURTE,ARTICULO 331. DAÑOS EN LOS RECURSOS NATURALES,URBANA,1
12/09/2016,25,CUNDINAMARCA,25290,FUSAGASUGA,ARTICULO 331. DAÑOS EN LOS RECURSOS NATURALES,URBANA,1
12/09/2016,25,CUNDINAMARCA,25320,GUADUAS,ARTICULO 328. ILICITO APROVECHAMIENTO DE LOS RECURSOS NATURALES RENOVABLES,RURAL,1
14/09/2016,25,CUNDINAMARCA,25307,GIRARDOT,ARTICULO 331. DAÑOS EN LOS RECURSOS NATURALES,URBANA,1
16/09/2016,25,CUNDINAMARCA,25430,MADRID,ARTICULO 328. ILICITO APROVECHAMIENTO DE LOS RECURSOS NATURALES RENOVABLES,URBANA,1
16/09/2016,25,CUNDINAMARCA,25649,SAN BERNARDO,ARTICULO 328. ILICITO APROVECHAMIENTO DE LOS RECURSOS NATURALES RENOVABLES,RURAL,1
17/09/2016,25,CUNDINAMARCA,25599,APULO,ARTICULO 331. DAÑOS EN LOS RECURSOS NATURALES,URBANA,1
21/09/2016,25,CUNDINAMARCA,25797,TENA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
22/09/2016,25,CUNDINAMARCA,25286,FUNZA,ARTICULO 335. ILICITA ACTIVIDAD DE PESCA,URBANA,1
23/09/2016,25,CUNDINAMARCA,25740,SIBATE,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
27/09/2016,25,CUNDINAMARCA,25224,CUCUNUBA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,URBANA,1
27/09/2016,25,CUNDINAMARCA,25649,SAN BERNARDO,ARTICULO 328. ILICITO APROVECHAMIENTO DE LOS RECURSOS NATURALES RENOVABLES,RURAL,1
01/10/2016,25,CUNDINAMARCA,25873,VILLAPINZON,ARTICULO 331. DAÑOS EN LOS RECURSOS NATURALES,URBANA,1
07/10/2016,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 328. ILICITO APROVECHAMIENTO DE LOS RECURSOS NATURALES RENOVABLES,URBANA,1
10/10/2016,25,CUNDINAMARCA,25740,SIBATE,ARTICULO 332A. CONTAMINACION AMBIENTAL POR RESIDUOS SOLIDOS PELIGROSOS,URBANA,1
11/10/2016,25,CUNDINAMARCA,25758,SOPO,ARTICULO 332. CONTAMINACION AMBIENTAL,URBANA,1
12/10/2016,25,CUNDINAMARCA,25781,SUTATAUSA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
19/10/2016,25,CUNDINAMARCA,25148,CAPARRAPI,ARTICULO 328. ILICITO APROVECHAMIENTO DE LOS RECURSOS NATURALES RENOVABLES,URBANA,1
20/10/2016,25,CUNDINAMARCA,25099,BOJACA,ARTICULO 332. CONTAMINACION AMBIENTAL,RURAL,1
20/10/2016,25,CUNDINAMARCA,25099,BOJACA,ARTICULO 332. CONTAMINACION AMBIENTAL,URBANA,1
21/10/2016,25,CUNDINAMARCA,25740,SIBATE,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,URBANA,1
21/10/2016,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 328. ILICITO APROVECHAMIENTO DE LOS RECURSOS NATURALES RENOVABLES,RURAL,1
28/10/2016,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,URBANA,1
29/10/2016,25,CUNDINAMARCA,25473,MOSQUERA,ARTICULO 332. CONTAMINACION AMBIENTAL,URBANA,1
02/11/2016,25,CUNDINAMARCA,25126,CAJICA,ARTICULO 332. CONTAMINACION AMBIENTAL,RURAL,1
02/11/2016,25,CUNDINAMARCA,25293,GACHALA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,URBANA,1
05/11/2016,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 331. DAÑOS EN LOS RECURSOS NATURALES,URBANA,1
08/11/2016,25,CUNDINAMARCA,25099,BOJACA,ARTICULO 328. ILICITO APROVECHAMIENTO DE LOS RECURSOS NATURALES RENOVABLES,RURAL,1
08/11/2016,25,CUNDINAMARCA,25377,LA CALERA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
16/11/2016,25,CUNDINAMARCA,25297,GACHETA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
19/11/2016,25,CUNDINAMARCA,25572,PUERTO SALGAR,ARTICULO 337. INVASION DE AREAS DE ESPECIAL IMPORTANCIA ECOLOGICA,URBANA,1
22/11/2016,25,CUNDINAMARCA,25407,LENGUAZAQUE,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
23/11/2016,25,CUNDINAMARCA,25407,LENGUAZAQUE,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
24/11/2016,25,CUNDINAMARCA,25224,CUCUNUBA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,URBANA,1
24/11/2016,25,CUNDINAMARCA,25873,VILLAPINZON,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
26/11/2016,25,CUNDINAMARCA,25224,CUCUNUBA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
26/11/2016,25,CUNDINAMARCA,25754,SOACHA,ARTICULO 332. CONTAMINACION AMBIENTAL,URBANA,1
28/11/2016,25,CUNDINAMARCA,25269,FACATATIVA,ARTICULO 328. ILICITO APROVECHAMIENTO DE LOS RECURSOS NATURALES RENOVABLES,RURAL,1
28/11/2016,25,CUNDINAMARCA,25781,SUTATAUSA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
29/11/2016,25,CUNDINAMARCA,25224,CUCUNUBA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
29/11/2016,25,CUNDINAMARCA,25772,SUESCA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
01/12/2016,25,CUNDINAMARCA,25772,SUESCA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
05/12/2016,25,CUNDINAMARCA,25200,COGUA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
06/12/2016,25,CUNDINAMARCA,25772,SUESCA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
06/12/2016,25,CUNDINAMARCA,25781,SUTATAUSA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
08/12/2016,25,CUNDINAMARCA,25781,SUTATAUSA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
10/12/2016,25,CUNDINAMARCA,25224,CUCUNUBA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,2
11/12/2016,25,CUNDINAMARCA,25224,CUCUNUBA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
12/12/2016,25,CUNDINAMARCA,25407,LENGUAZAQUE,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
13/12/2016,25,CUNDINAMARCA,25224,CUCUNUBA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
14/12/2016,25,CUNDINAMARCA,25224,CUCUNUBA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
15/12/2016,25,CUNDINAMARCA,25279,FOMEQUE,ARTICULO 331. DAÑOS EN LOS RECURSOS NATURALES,URBANA,1
25/12/2016,25,CUNDINAMARCA,25407,LENGUAZAQUE,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,2
26/12/2016,25,CUNDINAMARCA,25297,GACHETA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
27/12/2016,25,CUNDINAMARCA,25736,SESQUILE,ARTICULO 331. DAÑOS EN LOS RECURSOS NATURALES,URBANA,1
30/12/2016,25,CUNDINAMARCA,25781,SUTATAUSA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,URBANA,1
04/01/2017,25,CUNDINAMARCA,25224,CUCUNUBA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
05/01/2017,25,CUNDINAMARCA,25658,SAN FRANCISCO,ARTICULO 332. CONTAMINACION AMBIENTAL,RURAL,1
06/01/2017,25,CUNDINAMARCA,25224,CUCUNUBA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
07/01/2017,25,CUNDINAMARCA,25430,MADRID,ARTICULO 332. CONTAMINACION AMBIENTAL,RURAL,1
09/01/2017,25,CUNDINAMARCA,25099,BOJACA,ARTICULO 332. CONTAMINACION AMBIENTAL,URBANA,1
10/01/2017,25,CUNDINAMARCA,25843,VILLA DE SAN DIEGO DE UBATE,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
10/01/2017,25,CUNDINAMARCA,25875,VILLETA,ARTICULO 328. ILICITO APROVECHAMIENTO DE LOS RECURSOS NATURALES RENOVABLES,RURAL,1
11/01/2017,25,CUNDINAMARCA,25772,SUESCA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
12/01/2017,25,CUNDINAMARCA,25572,PUERTO SALGAR,ARTICULO 328. ILICITO APROVECHAMIENTO DE LOS RECURSOS NATURALES RENOVABLES,RURAL,1
12/01/2017,25,CUNDINAMARCA,25899,ZIPAQUIRA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
13/01/2017,25,CUNDINAMARCA,25473,MOSQUERA,ARTICULO 332. CONTAMINACION AMBIENTAL,URBANA,1
13/01/2017,25,CUNDINAMARCA,25513,PACHO,ARTICULO 328. ILICITO APROVECHAMIENTO DE LOS RECURSOS NATURALES RENOVABLES,URBANA,1
13/01/2017,25,CUNDINAMARCA,25781,SUTATAUSA,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
15/01/2017,25,CUNDINAMARCA,25372,JUNIN,ARTICULO 338. EXPLOTACION ILICITA DE YACIMIENTO MINERO Y OTROS MATERIALES,RURAL,1
